Editeur,Nationalite,Chambre,Duree,Review_title,Review_score,Commentaire
Anonyme,France,"1 nuit · 

mars 2020",1 nuit · mars 2020,Bien,"7,5",Ce client n'a pas laissé de commentaire.
Anonyme,France,"3 nuits · 

mars 2020",3 nuits · mars 2020,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Anonyme,France,"2 nuits · 

février 2020",2 nuits · février 2020,Bien,"7,5",Ce client n'a pas laissé de commentaire.
Anonyme,France,"2 nuits · 

février 2020",2 nuits · février 2020,Très bien,"8,3",Ce client n'a pas laissé de commentaire.
Anonyme,France,"1 nuit · 

février 2020",1 nuit · février 2020,Bien,"7,9",Ce client n'a pas laissé de commentaire.
Anonyme,France,"5 nuits · 

février 2020",5 nuits · février 2020,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Anonyme,Italie,"2 nuits · 

février 2020",2 nuits · février 2020,Bien,"7,1",Ce client n'a pas laissé de commentaire.
Anonyme,Maroc,"5 nuits · 

décembre 2019",5 nuits · décembre 2019,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Anonyme,Suisse,"4 nuits · 

novembre 2019",4 nuits · novembre 2019,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Anonyme,Grèce,"3 nuits · 

octobre 2019",3 nuits · octobre 2019,Exceptionnel,"9,6",Ce client n'a pas laissé de commentaire.
Anonyme,France,"1 nuit · 

octobre 2022",1 nuit · octobre 2022,Agréable,"6,0",Ce client n'a pas laissé de commentaire.
Anonyme,Maroc,"1 nuit · 

juillet 2022",1 nuit · juillet 2022,Exceptionnel,10,Ce client n'a pas laissé de commentaire.
Anonyme,France,"2 nuits · 

août 2022",2 nuits · août 2022,Agréable,"6,0",Ce client n'a pas laissé de commentaire.
Anonyme,France,"3 nuits · 

juillet 2022",3 nuits · juillet 2022,Exceptionnel,10,Ce client n'a pas laissé de commentaire.
Anonyme,France,"2 nuits · 

juillet 2022",2 nuits · juillet 2022,Exceptionnel,10,Ce client n'a pas laissé de commentaire.
Anonyme,,"2 nuits · 

mai 2022",2 nuits · mai 2022,Mauvais,"1,0",Ce client n'a pas laissé de commentaire.
Anonyme,France,"7 nuits · 

avril 2022",7 nuits · avril 2022,Agréable,"6,0",Ce client n'a pas laissé de commentaire.
Anonyme,France,"4 nuits · 

mars 2022",4 nuits · mars 2022,Médiocre,"2,0",Ce client n'a pas laissé de commentaire.
Anonyme,Maroc,"3 nuits · 

octobre 2021",3 nuits · octobre 2021,Exceptionnel,10,Ce client n'a pas laissé de commentaire.
Anonyme,Maroc,"2 nuits · 

octobre 2021",2 nuits · octobre 2021,Exceptionnel,10,Ce client n'a pas laissé de commentaire.
Anonyme,France,"1 nuit · 

septembre 2021",1 nuit · septembre 2021,Exceptionnel,10,Ce client n'a pas laissé de commentaire.
Anonyme,Maroc,"3 nuits · 

mars 2020",3 nuits · mars 2020,Passable,"5,0",Ce client n'a pas laissé de commentaire.
Anonyme,Maroc,"4 nuits · 

février 2020",4 nuits · février 2020,Agréable,"6,0",Ce client n'a pas laissé de commentaire.
Anonyme,Suisse,"1 nuit · 

février 2020",1 nuit · février 2020,Exceptionnel,10,Ce client n'a pas laissé de commentaire.
Anonyme,France,"1 nuit · 

décembre 2019",1 nuit · décembre 2019,Exceptionnel,10,Ce client n'a pas laissé de commentaire.
Anonyme,France,"3 nuits · 

novembre 2019",3 nuits · novembre 2019,Décevant,"4,2",Ce client n'a pas laissé de commentaire.
Anonyme,Maroc,"2 nuits · 

novembre 2019",2 nuits · novembre 2019,Exceptionnel,10,Ce client n'a pas laissé de commentaire.
Kinga,Hongrie,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · novembre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Raymond,États-Unis,Chambre Double ou Lits Jumeaux Standard,1 nuit · novembre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Haseeb,Pakistan,Chambre Deluxe,1 nuit · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Yoshitomo,Japon,Chambre Deluxe,1 nuit · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Raymond,États-Unis,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · octobre 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Irina,Belgique,Chambre Double ou Lits Jumeaux Standard,2 nuits · octobre 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Haseeb,Pakistan,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Viviane,Grèce,Chambre Double ou Lits Jumeaux Standard,3 nuits · septembre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Bushra,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,4 nuits · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Avital,Israël,Chambre Double ou Lits Jumeaux Standard,1 nuit · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Adam,États-Unis,Chambre Double ou Lits Jumeaux Standard,4 nuits · octobre 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Niamh,Irlande,Chambre Double ou Lits Jumeaux Standard,2 nuits · octobre 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Alex,Royaume-Uni,Chambre Deluxe,1 nuit · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Mohammed,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Mary-anais,Nouvelle-Calédonie,Chambre Double ou Lits Jumeaux Standard,3 nuits · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Haydee,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,7 nuits · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Brian,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,5 nuits · octobre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Ross,Nouvelle-Zélande,Chambre Double ou Lits Jumeaux Standard,4 nuits · septembre 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Steve,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · septembre 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Chaimae,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,3 nuits · septembre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Wilhelmina,Pays-Bas,Chambre Double ou Lits Jumeaux Standard,1 nuit · septembre 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Simomii,Maroc,Chambre Double ou Lits Jumeaux Standard,1 nuit · juillet 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Wilhelmina,Pays-Bas,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · septembre 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Mary,Irlande,Chambre Double ou Lits Jumeaux Standard,2 nuits · septembre 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Shanén,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,4 nuits · septembre 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Mushtaq,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,3 nuits · septembre 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Badr,Maroc,Chambre Double ou Lits Jumeaux Standard,1 nuit · septembre 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Hudders_68,Royaume-Uni,Chambre Deluxe,3 nuits · août 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Rafa,États-Unis,Chambre Double ou Lits Jumeaux Standard,1 nuit · septembre 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Farah,Maroc,Chambre Double ou Lits Jumeaux Standard,2 nuits · juin 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Nader,Égypte,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · août 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Sonia,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,2 nuits · août 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Dharm,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,9 nuits · août 2022,Nice budget hotel,"8,0",Ce client n'a pas laissé de commentaire.
Jillian,Australie,Chambre Double ou Lits Jumeaux Standard,2 nuits · août 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Habib,Israël,Chambre Double ou Lits Jumeaux Standard,1 nuit · août 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Aiubino,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,2 nuits · juillet 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Brendan,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,3 nuits · août 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Bakour,Maroc,Chambre Double ou Lits Jumeaux Standard,2 nuits · août 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Paul,Royaume-Uni,Chambre Deluxe,4 nuits · août 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Cherasade,Irlande,Chambre Double ou Lits Jumeaux Supérieure,2 nuits · août 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Habib,Israël,Chambre Double ou Lits Jumeaux Standard,5 nuits · août 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Habib,Israël,Chambre Deluxe,1 nuit · août 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Pedro,Portugal,Chambre Double ou Lits Jumeaux Standard,2 nuits · juillet 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Ghulam,Royaume-Uni,Chambre Deluxe,1 nuit · juin 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Gavin,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,9 nuits · juillet 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Rositsa,Bulgarie,Chambre Double ou Lits Jumeaux Standard,1 nuit · juillet 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
John,Australie,Chambre Double ou Lits Jumeaux Supérieure,3 nuits · juillet 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Rahem,Royaume-Uni,Chambre Deluxe,3 nuits · juillet 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Juliana,Portugal,Chambre Double ou Lits Jumeaux Standard,2 nuits · juillet 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Abdullah,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,6 nuits · juillet 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Faycal,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,4 nuits · juin 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Cal,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,4 nuits · avril 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Hicham,Royaume-Uni,Chambre Deluxe,3 nuits · juin 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Abderrahmn,Italie,Suite Junior,1 nuit · juin 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Ian,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,4 nuits · mai 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Mathias,Danemark,Chambre Double ou Lits Jumeaux Standard,1 nuit · mai 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
David,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,4 nuits · juin 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Paul,Kenya,Chambre Double ou Lits Jumeaux Standard,1 nuit · juin 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Irina,Serbie,Chambre Double ou Lits Jumeaux Supérieure,2 nuits · juin 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Shahida,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,3 nuits · juin 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Max,Maroc,Chambre Double ou Lits Jumeaux Standard,1 nuit · juin 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Frederick,Maroc,Chambre Double ou Lits Jumeaux Standard,2 nuits · juin 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Mohammed,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,3 nuits · juin 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Hicham,Maroc,Chambre Double ou Lits Jumeaux Standard,1 nuit · juin 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Zeeshan,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,5 nuits · juin 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Emrah,Maroc,Chambre Deluxe,1 nuit · juin 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Bruna,Allemagne,Chambre Double ou Lits Jumeaux Supérieure,6 nuits · juin 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Mohamed,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,3 nuits · mai 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Tamimuz,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,8 nuits · mai 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Maria,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,4 nuits · mai 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Aasim,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,3 nuits · mai 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Matthew,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · mai 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Amine,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,1 nuit · mai 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Deb,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,4 nuits · mai 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Said,Maroc,Chambre Double ou Lits Jumeaux Supérieure,2 nuits · mai 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Nadeem,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,2 nuits · mai 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Alina,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,1 nuit · mai 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Daphine,Pays-Bas,Chambre Double ou Lits Jumeaux Standard,4 nuits · mai 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Nora,Serbie,Chambre Double ou Lits Jumeaux Standard,4 nuits · avril 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Omar,Maroc,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · février 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Alison,Royaume-Uni,Chambre Deluxe,4 nuits · avril 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Jessica,Bulgarie,Chambre Double ou Lits Jumeaux Standard,4 nuits · mai 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Gregor,Slovénie,Chambre Deluxe,1 nuit · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Sunwar,Royaume-Uni,Chambre Deluxe,6 nuits · avril 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Mutasim,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,6 nuits · avril 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Daniel,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,3 nuits · avril 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Juliana,États-Unis,Chambre Double ou Lits Jumeaux Standard,3 nuits · avril 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Lorcan,Irlande,Chambre Double ou Lits Jumeaux Standard,4 nuits · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Hussain,Maroc,Chambre Double ou Lits Jumeaux Standard,2 nuits · février 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Davies,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,2 nuits · avril 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Afshaan,Royaume-Uni,Chambre Deluxe,4 nuits · mars 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Agustin,Espagne,Chambre Double ou Lits Jumeaux Standard,2 nuits · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Yao,France,Chambre Double ou Lits Jumeaux Standard,1 nuit · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Pradeesh,Royaume-Uni,Chambre Deluxe,3 nuits · avril 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Yoram,Israël,Chambre Double ou Lits Jumeaux Standard,3 nuits · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Bethany,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,7 nuits · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Ane,Espagne,Chambre Double ou Lits Jumeaux Standard,1 nuit · mars 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Hermi,Royaume-Uni,Suite Junior,5 nuits · avril 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Victor,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,8 nuits · avril 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Maira,Royaume-Uni,Chambre Double ou Lits Jumeaux Standard,6 nuits · avril 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Abderrahman,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,1 nuit · mars 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Hp,Espagne,Chambre Deluxe,1 nuit · avril 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Isabel,Royaume-Uni,Chambre Deluxe,7 nuits · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Mrspip,Croatie,Chambre Double ou Lits Jumeaux Standard,4 nuits · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Lawder,Gibraltar,Chambre Double ou Lits Jumeaux Standard,2 nuits · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Jamie,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,7 nuits · avril 2022,Bien,"7,0",Ce client n'a pas laissé de commentaire.
Houssameddine,Maroc,Chambre Double ou Lits Jumeaux Standard,1 nuit · avril 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Nicolas,États-Unis,Chambre Double ou Lits Jumeaux Supérieure,3 nuits · avril 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Nasir,Royaume-Uni,Chambre Deluxe,5 nuits · mars 2022,Très bien,"8,0",Ce client n'a pas laissé de commentaire.
Abdirahman,Royaume-Uni,Chambre Double ou Lits Jumeaux Supérieure,2 nuits · mars 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
Andres,Estonie,Chambre Double ou Lits Jumeaux Supérieure,6 nuits · mars 2022,Fabuleux,"9,0",Ce client n'a pas laissé de commentaire.
